,Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Phase
37566,209,1230-CPO-0524,3,Ocean Concrete,fuel recover cost ,EA,8.0,10.0,80.0,3/31/1944
37567,209,1230-CPO-0524,4,Ocean Concrete,hour o/t driver,LS,0.0,0.0,75.0,3/31/1944
37570,209,1230-CPO-0525,3,Ocean Concrete,fuel recover cost ,EA,8.0,10.0,80.0,3/31/1943
37572,209,1230-CPO-0526,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37573,209,1230-CPO-0526,3,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/31/1943
37574,209,1230-CPO-0526,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37576,209,1230-CPO-0527,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,8.0,2.0,16.0,3/31/1943
37577,209,1230-CPO-0527,3,Ocean Concrete,enviro levy,LS,0.0,0.0,64.0,3/31/1943
37578,209,1230-CPO-0527,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37581,209,1230-CPO-0528,3,Ocean Concrete,fuel recover cost,EA,26.0,10.0,260.0,3/31/1944
37584,209,1230-CPO-0529,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37585,209,1230-CPO-0529,3,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/31/1943
37586,209,1230-CPO-0529,4,Ocean Concrete,winter heat,LS,0.0,0.0,80.0,3/31/1943
37587,209,1230-CPO-0529,5,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37589,209,1230-CPO-0530,2,Ocean Concrete,winter heat,EA,30.0,8.0,240.0,3/31/1943
37590,209,1230-CPO-0530,3,Ocean Concrete,enviro levy,EA,30.0,8.0,240.0,3/31/1943
37591,209,1230-CPO-0530,4,Ocean Concrete,hrwr,LS,0.0,0.0,66.0,3/31/1943
37592,209,1230-CPO-0530,5,Ocean Concrete,o/t hours,LS,0.0,0.0,75.0,3/31/1943
37593,209,1230-CPO-0530,6,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,30.0,3/31/1943
37595,209,1230-CPO-0531,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,12.0,2.0,24.0,3/31/1943
37596,209,1230-CPO-0531,3,Ocean Concrete,enviro levy,EA,12.0,8.0,96.0,3/31/1943
37597,209,1230-CPO-0531,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,20.0,3/31/1943
37598,209,1230-CPO-0531,5,Ocean Concrete,o/t hours,LS,0.0,0.0,131.25,3/31/1943
37599,209,1230-CPO-0531,6,Ocean Concrete,returned concrete,LS,0.0,0.0,55.0,3/31/1943
37601,209,1230-CPO-0532,2,Ocean Concrete,enviro levy,LS,0.0,0.0,44.0,3/31/1943
37602,209,1230-CPO-0532,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37606,209,1230-CPO-0533,4,Ocean Concrete,fuel recover cost,EA,18.0,10.0,180.0,3/31/1944
37607,209,1230-CPO-0533,5,Ocean Concrete,hrwr,LS,0.0,0.0,180.0,3/31/1944
37608,209,1230-CPO-0534,1,Ocean Concrete,35MPA 6% 20mm,m3,5.5,164.0,902.0,3/31/1944
37609,209,1230-CPO-0534,2,Ocean Concrete,enviro levy,LS,0.0,0.0,44.0,3/31/1944
37610,209,1230-CPO-0534,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1944
37612,209,1230-CPO-0535,2,Ocean Concrete,enviro levy,EA,31.0,8.0,248.0,3/31/1943
37613,209,1230-CPO-0535,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,40.0,3/31/1943
37614,209,1230-CPO-0535,4,Ocean Concrete,o/t hours,LS,0.0,0.0,112.5,3/31/1943
37618,209,1230-CPO-0536,4,Ocean Concrete,fuel recover cost ,EA,20.0,10.0,200.0,3/31/1944
37620,209,1230-CPO-0537,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37621,209,1230-CPO-0537,3,Ocean Concrete,enviro levy,EA,10.0,8.0,80.0,3/31/1943
37622,209,1230-CPO-0537,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37623,209,1230-CPO-0537,5,Ocean Concrete,returned concrete,LS,0.0,0.0,100.0,3/31/1943
37625,209,1230-CPO-0538,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37626,209,1230-CPO-0538,3,Ocean Concrete,returned concrete,LS,0.0,0.0,50.0,3/31/1943
37627,209,1230-CPO-0538,4,Ocean Concrete,o/t driver,LS,0.0,0.0,56.25,3/31/1943
37628,209,1230-CPO-0538,5,Ocean Concrete,enviro levy,EA,20.0,8.0,160.0,3/31/1943
37629,209,1230-CPO-0538,6,Ocean Concrete,fuel recover cost,LS,0.0,0.0,20.0,3/31/1943
37631,209,1230-CPO-0539,2,Ocean Concrete,enviro levy,EA,8.5,8.0,68.0,3/31/1943
37632,209,1230-CPO-0539,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37634,209,1230-CPO-0540,2,Ocean Concrete,enviro levy,EA,7.5,8.0,60.0,3/31/1943
37635,209,1230-CPO-0540,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37637,209,1230-CPO-0541,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,5.0,2.0,10.0,3/31/1943
37638,209,1230-CPO-0541,3,Ocean Concrete,enviro levy,EA,5.0,8.0,40.0,3/31/1943
37639,209,1230-CPO-0541,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37643,209,1230-CPO-0542,4,Ocean Concrete,fuel recover cost,EA,19.0,10.0,190.0,3/31/1944
37645,209,1230-CPO-0543,2,Ocean Concrete,enviro levy,EA,12.0,8.0,96.0,3/15/2010
37646,209,1230-CPO-0543,3,Ocean Concrete,fuel recover cost,EA,2.0,10.0,20.0,3/15/2010
37650,209,1230-CPO-0544,4,Ocean Concrete,fuel recover cost ,EA,5.0,10.0,50.0,3/31/1943
37651,209,1230-CPO-0544,5,Ocean Concrete,returned concrete,LS,0.0,0.0,75.0,3/31/1943
37652,209,1230-CPO-0544,6,Ocean Concrete,o/t driver,LS,0.0,0.0,262.5,3/31/1943
37654,209,1230-CPO-0545,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,6.0,2.0,12.0,3/31/1943
37655,209,1230-CPO-0545,3,Ocean Concrete,enviro levy,EA,6.0,8.0,48.0,3/31/1943
37656,209,1230-CPO-0545,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37660,209,1230-CPO-0546,4,Ocean Concrete,fuel recover cost ,EA,12.0,10.0,120.0,3/31/1944
37661,209,1230-CPO-0546,5,Ocean Concrete,returned concrete,EA,10.0,25.0,250.0,3/31/1944
37662,209,1230-CPO-0546,6,Ocean Concrete,delay set,LS,0.0,0.0,35.0,3/31/1944
37664,209,1230-CPO-0547,2,Ocean Concrete,FlowCrete HRWR - 170mm Slump,EA,15.0,12.0,180.0,3/31/1944
37665,209,1230-CPO-0547,3,Ocean Concrete,enviro levy,EA,15.0,8.0,120.0,3/31/1944
37666,209,1230-CPO-0547,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,20.0,3/31/1944
37668,209,1230-CPO-0548,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,20.0,2.0,40.0,3/31/1943
37669,209,1230-CPO-0548,3,Ocean Concrete,enviro levy,EA,20.0,8.0,160.0,3/31/1943
37670,209,1230-CPO-0548,4,Ocean Concrete,returned concrete,LS,0.0,0.0,250.0,3/31/1943
37671,209,1230-CPO-0548,5,Ocean Concrete,fuel recover cost,LS,0.0,0.0,20.0,3/31/1943
37672,209,1230-CPO-0549,1,Ocean Concrete,35MPa<4% 14mm,m3,9.0,162.0,1458.0,3/31/1944
37673,209,1230-CPO-0549,2,Ocean Concrete,FlowCrete HRWR - 170mm Slump,EA,9.0,12.0,108.0,3/31/1944
37674,209,1230-CPO-0549,3,Ocean Concrete,enviro levy,LS,0.0,0.0,72.0,3/31/1944
37675,209,1230-CPO-0549,4,Ocean Concrete,fuel cost recover,LS,0.0,0.0,10.0,3/31/1944
37677,209,1230-CPO-0550,2,Ocean Concrete,enviro levy,LS,0.0,0.0,240.0,3/31/1943
37678,209,1230-CPO-0550,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,30.0,3/31/1943
37679,209,1230-CPO-0550,4,Ocean Concrete,returned concrete,LS,0.0,0.0,50.0,3/31/1943
37683,209,1230-CPO-0551,4,Ocean Concrete,fuel cost recover,EA,23.0,10.0,230.0,3/31/1944
37684,209,1230-CPO-0551,5,Ocean Concrete,returned concrete,LS,0.0,0.0,100.0,3/31/1944
37686,209,1230-CPO-0552,2,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/30/1953
37687,209,1230-CPO-0552,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/30/1953
37690,209,1230-CPO-0553,3,Ocean Concrete,hrwr used on trucks,EA,18.0,6.0,108.0,3/31/1943
37692,209,1230-CPO-0553,5,Ocean Concrete,fuel recover cost,EA,8.0,10.0,80.0,3/31/1943
37693,209,1230-CPO-0553,6,Ocean Concrete,o/t hours,LS,0.0,0.0,262.5,3/31/1943
37697,209,1230-CPO-0554,4,Ocean Concrete,fuel recover cost ,EA,21.0,10.0,210.0,3/31/1944
37698,209,1230-CPO-0554,5,Ocean Concrete,hrwr,EA,14.0,6.0,84.0,3/31/1944
37700,209,1230-CPO-0555,2,Ocean Concrete,hrwr used on trucks ,EA,6.0,6.0,36.0,3/31/1943
37701,209,1230-CPO-0555,3,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/31/1943
37702,209,1230-CPO-0555,4,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37704,209,1230-CPO-0556,2,Ocean Concrete,enviro levy,LS,0.0,0.0,40.0,3/31/1943
37705,209,1230-CPO-0556,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37707,209,1230-CPO-0557,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,7.0,2.0,14.0,3/31/1943
37708,209,1230-CPO-0557,3,Ocean Concrete,solar guard,LS,0.0,0.0,42.0,3/31/1943
37709,209,1230-CPO-0557,4,Ocean Concrete,enviro levy,LS,0.0,0.0,56.0,3/31/1943
37710,209,1230-CPO-0557,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37712,209,1230-CPO-0558,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37713,209,1230-CPO-0558,3,Ocean Concrete,enviro levy,LS,0.0,0.0,80.0,3/31/1943
37714,209,1230-CPO-0558,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37716,209,1230-CPO-0559,2,Ocean Concrete,hrwr used on trucks ,LS,0.0,0.0,48.0,3/31/1943
37718,209,1230-CPO-0559,4,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,25.0,2.0,50.0,3/31/1943
37719,209,1230-CPO-0559,5,Ocean Concrete,fuel recover cost ,EA,4.0,10.0,40.0,3/31/1943
37721,209,1230-CPO-0560,2,Ocean Concrete,enviro levy,EA,14.0,8.0,112.0,3/31/1943
37722,209,1230-CPO-0560,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,20.0,3/31/1943
37723,209,1230-CPO-0560,4,Ocean Concrete,hour o/t ,LS,0.0,0.0,37.5,3/31/1943
37725,209,1230-CPO-0561,2,Ocean Concrete,hrwr used on trucks ,LS,0.0,0.0,48.0,3/31/1943
37726,209,1230-CPO-0561,3,Ocean Concrete,enviro levy ,LS,0.0,0.0,80.0,3/31/1943
37727,209,1230-CPO-0561,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37729,209,1230-CPO-0562,2,Ocean Concrete,returned concrete,LS,0.0,0.0,62.5,3/31/1943
37730,209,1230-CPO-0562,3,Ocean Concrete,hours o/t,LS,0.0,0.0,75.0,3/31/1943
37731,209,1230-CPO-0562,4,Ocean Concrete,enviro levy ,LS,0.0,0.0,84.0,3/31/1943
37732,209,1230-CPO-0562,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37736,209,1230-CPO-0563,4,Ocean Concrete,fuel recover cost ,EA,18.0,10.0,180.0,3/31/1944
37737,209,1230-CPO-0563,5,Ocean Concrete,returned concrete,LS,0.0,0.0,56.25,3/31/1944
37738,209,1230-CPO-0563,6,Ocean Concrete,returned concrete,LS,0.0,0.0,150.0,3/31/1944
37740,209,1230-CPO-0564,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37741,209,1230-CPO-0564,3,Ocean Concrete,enviro levy ,LS,0.0,0.0,160.0,3/31/1943
37742,209,1230-CPO-0564,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,20.0,3/31/1943
37744,209,1230-CPO-0565,2,Ocean Concrete,enviro levy ,LS,0.0,0.0,168.0,3/31/1943
37745,209,1230-CPO-0565,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,20.0,3/31/1943
37746,209,1230-CPO-0565,4,Ocean Concrete,returned concrete,LS,0.0,0.0,225.0,3/31/1943
37750,209,1230-CPO-0566,4,Ocean Concrete,fuel recover cost ,EA,22.0,10.0,220.0,3/31/1944
37752,209,1230-CPO-0567,2,Ocean Concrete,enviro levy ,EA,16.0,8.0,128.0,3/31/1943
37753,209,1230-CPO-0567,3,Ocean Concrete,fuel recover cost ,EA,2.0,10.0,20.0,3/31/1943
37754,209,1230-CPO-0567,4,Ocean Concrete,hours o/t driver ,LS,0.0,0.0,56.25,3/31/1943
37756,209,1230-CPO-0568,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,9.0,2.0,18.0,3/31/1943
37757,209,1230-CPO-0568,3,Ocean Concrete,hours o/t driver,LS,0.0,0.0,75.0,3/31/1943
37758,209,1230-CPO-0568,4,Ocean Concrete,enviro levy,LS,0.0,0.0,72.0,3/31/1943
37759,209,1230-CPO-0568,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37763,209,1230-CPO-0569,4,Ocean Concrete,fuel recover cost,EA,19.0,10.0,190.0,3/31/1944
37764,209,1230-CPO-0569,5,Ocean Concrete,returned concrete,LS,0.0,0.0,237.5,3/31/1944
37766,209,1230-CPO-0570,2,Ocean Concrete,hours o/t,LS,0.0,0.0,56.25,3/31/1943
37767,209,1230-CPO-0570,3,Ocean Concrete,enviro levy ,LS,0.0,0.0,64.0,3/31/1943
37768,209,1230-CPO-0570,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37771,209,1230-CPO-0571,3,Ocean Concrete,Fuel Cost,EA,11.0,10.0,110.0,3/31/1943
37772,209,1230-CPO-0571,4,Ocean Concrete,Delay Set,EA,8.0,35.0,280.0,3/31/1943
37773,209,1230-CPO-0571,5,Ocean Concrete,Hours O/T,EA,10.5,75.0,787.5,3/31/1943
37774,209,1230-CPO-0571,6,Ocean Concrete,HRWR on trucks,EA,2.0,6.0,12.0,3/31/1943
37776,209,1230-CPO-0572,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,10.0,2.0,20.0,3/31/1943
37777,209,1230-CPO-0572,3,Ocean Concrete,Environmental levy,EA,10.0,8.0,80.0,3/31/1943
37778,209,1230-CPO-0572,4,Ocean Concrete,Fuel Cost Recover ,EA,1.0,10.0,10.0,3/31/1943
37780,209,1230-CPO-0573,2,Ocean Concrete,Envirnmental Levy,EA,3.0,8.0,24.0,3/31/1943
37781,209,1230-CPO-0573,3,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37785,209,1230-CPO-0574,4,Ocean Concrete,Fuel cost recover,EA,7.0,10.0,70.0,3/31/1944
37787,209,1230-CPO-0575,2,Ocean Concrete,enviro levy,EA,24.0,8.0,192.0,3/31/1943
37788,209,1230-CPO-0575,3,Ocean Concrete,fuel cost recover ,LS,0.0,0.0,30.0,3/31/1943
37789,209,1230-CPO-0575,4,Ocean Concrete,o/t hours,LS,0.0,0.0,75.0,3/31/1943
37793,209,1230-CPO-0576,4,Ocean Concrete,fuel cost recover,EA,9.0,10.0,90.0,3/31/1943
37794,209,1230-CPO-0576,5,Ocean Concrete,returned concrete,LS,0.0,0.0,175.0,3/31/1943
37795,209,1230-CPO-0576,6,Ocean Concrete,o/t hours,LS,0.0,0.0,300.0,3/31/1943
37796,209,1230-CPO-0576,7,Ocean Concrete,delay set,LS,0.0,0.0,35.0,3/31/1943
37800,209,1230-CPO-0577,4,Ocean Concrete,fuel cost recover ,EA,9.0,10.0,90.0,3/31/1943
37801,209,1230-CPO-0577,5,Ocean Concrete,returned concrete,LS,0.0,0.0,160.0,3/31/1943
37802,209,1230-CPO-0577,6,Ocean Concrete,delay set,LS,0.0,0.0,105.0,3/31/1943
37804,209,1230-CPO-0578,2,Ocean Concrete,hrwr used on trucks ,LS,0.0,0.0,120.0,3/31/1943
37805,209,1230-CPO-0578,3,Ocean Concrete,returned concrete,LS,0.0,0.0,100.0,3/31/1943
37806,209,1230-CPO-0578,4,Ocean Concrete,enviro levy,EA,9.0,8.0,72.0,3/31/1943
37807,209,1230-CPO-0578,5,Ocean Concrete,fuel cost recover,LS,0.0,0.0,10.0,3/31/1943
37811,209,1230-CPO-0579,4,Ocean Concrete,fuel cost recover ,EA,10.0,17.0,170.0,3/31/1944
37813,209,1230-CPO-0580,2,Ocean Concrete,Environmental Levy,EA,13.0,8.0,104.0,3/31/1943
37814,209,1230-CPO-0580,3,Ocean Concrete,Fuel cost recover,EA,2.0,10.0,20.0,3/31/1943
37815,209,1230-CPO-0580,4,Ocean Concrete,Hours O/T,EA,0.5,75.0,37.5,3/31/1943
37817,209,1230-CPO-0581,2,Ocean Concrete,Delay Set,EA,1.0,35.0,35.0,3/31/1943
37818,209,1230-CPO-0581,3,Ocean Concrete,Environmental Levy,EA,6.0,8.0,48.0,3/31/1943
37819,209,1230-CPO-0581,4,Ocean Concrete,Fuel Cost Recover,EA,1.0,10.0,10.0,3/31/1943
37824,209,1230-CPO-0582,5,Ocean Concrete,Fuel Cost Recover,EA,20.0,10.0,200.0,3/31/1944
37825,209,1230-CPO-0582,6,Ocean Concrete,Hours O/T,EA,3.25,75.0,243.75,3/31/1944
37829,209,1230-CPO-0583,2,Ocean Concrete,Environmental Levy,EA,13.0,8.0,104.0,3/31/1943
37830,209,1230-CPO-0583,3,Ocean Concrete,Fuel Cost Recover,EA,2.0,10.0,20.0,3/31/1943
37834,209,1230-CPO-0584,4,Ocean Concrete,Fuel Cost Recovery,EA,19.0,10.0,190.0,3/31/1944
37835,209,1230-CPO-0584,5,Ocean Concrete,Returned Concrete,EA,10.0,25.0,250.0,3/31/1944
37837,209,1230-CPO-0586,2,Ocean Concrete,enviro levy ,LS,0.0,0.0,48.0,3/31/1943
37838,209,1230-CPO-0586,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37840,209,1230-CPO-0587,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,16.0,2.0,32.0,3/31/1943
37841,209,1230-CPO-0587,3,Ocean Concrete,delay set,LS,0.0,0.0,105.0,3/31/1943
37842,209,1230-CPO-0587,4,Ocean Concrete,enviro levy,EA,8.0,16.0,128.0,3/31/1943
37843,209,1230-CPO-0587,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,20.0,3/31/1943
37845,209,1230-CPO-0588,2,Ocean Concrete,returned concrete,LS,0.0,0.0,70.0,3/31/1943
37846,209,1230-CPO-0588,3,Ocean Concrete,delay set ,LS,0.0,0.0,35.0,3/31/1943
37847,209,1230-CPO-0588,4,Ocean Concrete,enviro levy ,LS,0.0,0.0,80.0,3/31/1943
37848,209,1230-CPO-0588,5,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37849,209,1230-CPO-0589,1,Ocean Concrete,35MPA 6% 20mm,m3,5.0,164.0,820.0,3/31/1944
37850,209,1230-CPO-0589,2,Ocean Concrete,enviro levy ,LS,0.0,0.0,40.0,3/31/1944
37851,209,1230-CPO-0589,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1944
37852,209,1230-CPO-0590,1,Ocean Concrete,35MPA 6% 20mm,m3,4.0,164.0,656.0,3/31/1944
37853,209,1230-CPO-0590,2,Ocean Concrete,enviro levy ,LS,0.0,0.0,32.0,3/31/1944
37854,209,1230-CPO-0590,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1944
37855,209,1230-CPO-0591,1,Ocean Concrete,35MPA 6% 20mm,m3,10.0,164.0,1640.0,3/31/1944
37856,209,1230-CPO-0591,2,Ocean Concrete,FlowCrete HRWR - 110mm Slump,EA,10.0,6.0,60.0,3/31/1944
37857,209,1230-CPO-0591,3,Ocean Concrete,enviro levy ,LS,0.0,0.0,80.0,3/31/1944
37858,209,1230-CPO-0591,4,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1944
37862,209,1230-CPO-0592,4,Ocean Concrete,fuel recover cost ,EA,20.0,10.0,200.0,3/31/1944
37863,209,1230-CPO-0592,5,Ocean Concrete,returned concrete,LS,0.0,0.0,92.5,3/31/1944
37867,209,1230-CPO-0593,4,Ocean Concrete,fuel recover cost ,EA,4.0,10.0,40.0,3/31/1943
37868,209,1230-CPO-0593,5,Ocean Concrete,returned concrete,LS,0.0,0.0,50.0,3/31/1943
37870,209,1230-CPO-0594,2,Ocean Concrete,enviro levy ,EA,16.0,8.0,128.0,3/31/1943
37871,209,1230-CPO-0594,3,Ocean Concrete,fuel recover cost ,EA,2.0,10.0,20.0,3/31/1943
37872,209,1230-CPO-0594,4,Ocean Concrete,hours ot driver ,LS,0.0,0.0,56.25,3/31/1943
37876,209,1230-CPO-0595,4,Ocean Concrete,fuel recover cost ,EA,8.0,10.0,80.0,3/31/1943
37877,209,1230-CPO-0595,5,Ocean Concrete,hour ot driver ,LS,0.0,0.0,131.25,3/31/1943
37878,209,1230-CPO-0596,1,Ocean Concrete,35MPA 6% 20mm,m3,10.4,164.0,1705.6,3/31/1944
37879,209,1230-CPO-0596,2,Ocean Concrete,enviro levy,EA,10.4,8.0,83.2,3/31/1944
37880,209,1230-CPO-0596,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1944
37884,209,1230-CPO-0597,4,Ocean Concrete,fuel cost recover,EA,24.0,10.0,240.0,3/31/1944
37889,209,1230-CPO-0598,4,Ocean Concrete,fuel recover cost ,EA,25.0,10.0,250.0,3/31/1944
37890,209,1230-CPO-0598,5,Ocean Concrete,returned concrete ,LS,0.0,0.0,175.0,3/31/1944
37891,209,1230-CPO-0598,6,Ocean Concrete,hrwr used on trucks ,LS,0.0,0.0,144.0,3/31/1944
37893,209,1230-CPO-0600,2,Ocean Concrete,enviro levy ,EA,8.0,8.0,64.0,3/31/1943
37894,209,1230-CPO-0600,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37898,209,1230-CPO-0601,4,Ocean Concrete,fuel recover cost ,EA,7.0,10.0,70.0,3/31/1943
37902,209,1230-CPO-0602,4,Ocean Concrete,fuel cost recover ,EA,10.0,10.0,100.0,3/31/1944
37904,209,1230-CPO-0603,2,Ocean Concrete,enviro levy ,EA,4.0,8.0,32.0,3/31/1943
37905,209,1230-CPO-0603,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1943
37909,209,1230-CPO-0604,4,Ocean Concrete,fuel cost recover ,EA,12.0,10.0,120.0,3/31/1944
37910,209,1230-CPO-0604,5,Ocean Concrete,ot hour driver,LS,0.0,0.0,112.5,3/31/1944
37912,209,1230-CPO-0605,2,Ocean Concrete,enviro levy ,EA,8.0,8.0,64.0,3/31/1943
37913,209,1230-CPO-0605,3,Ocean Concrete,fuel recover cost,LS,0.0,0.0,10.0,3/31/1943
37915,209,1230-CPO-0606,2,Ocean Concrete,enviro levy ,EA,29.0,8.0,232.0,3/31/1943
37916,209,1230-CPO-0606,3,Ocean Concrete,fuel cost recover ,EA,4.0,10.0,40.0,3/31/1943
37917,209,1230-CPO-0606,4,Ocean Concrete,returned concrete,LS,0.0,0.0,60.0,3/31/1943
37918,209,1230-CPO-0606,5,Ocean Concrete,ot hour driver,LS,0.0,0.0,337.5,3/31/1943
37922,209,1230-CPO-0607,4,Ocean Concrete,fuel recover cost ,EA,22.0,10.0,220.0,3/31/1944
37923,209,1230-CPO-0608,1,Ocean Concrete,35MPA 6% 20mm,m3,12.0,170.0,2040.0,3/31/1944
37924,209,1230-CPO-0608,2,Ocean Concrete,enviro levy ,EA,12.0,8.0,96.0,3/31/1944
37925,209,1230-CPO-0608,3,Ocean Concrete,fuel cost recover ,LS,0.0,0.0,10.0,3/31/1944
37926,209,1230-CPO-0609,1,Ocean Concrete,35MPA 6% 20mm,m3,7.0,164.0,1148.0,3/31/1944
37927,209,1230-CPO-0609,2,Ocean Concrete,enviro levy,EA,7.0,8.0,56.0,3/31/1944
37928,209,1230-CPO-0609,3,Ocean Concrete,fuel recover cost ,LS,0.0,0.0,10.0,3/31/1944
37931,209,1230-CPO-0610,3,Ocean Concrete,fuel cost recover ,EA,8.0,10.0,80.0,3/31/1943
37932,209,1230-CPO-0610,4,Ocean Concrete,returned concete,LS,0.0,0.0,60.0,3/31/1943
37933,209,1230-CPO-0610,5,Ocean Concrete,hours ot driver ,LS,0.0,0.0,187.5,3/31/1943
37934,209,1230-CPO-0611,1,Ocean Concrete,35MPA 6% 20mm ,m3,8.0,164.0,1312.0,3/31/1944
37935,209,1230-CPO-0611,2,Ocean Concrete,SolarGuard - Slump Retention per 60 minutes,EA,8.0,6.0,48.0,3/31/1944
37936,209,1230-CPO-0611,3,Ocean Concrete,enviro levy ,EA,8.0,8.0,64.0,3/31/1944
37937,209,1230-CPO-0611,4,Ocean Concrete,fuel cost recover ,LS,0.0,0.0,10.0,3/31/1944
37939,209,1230-CPO-0612,2,Ocean Concrete,enviro levy ,EA,7.0,8.0,56.0,3/31/1943
37940,209,1230-CPO-0612,3,Ocean Concrete,fuel cost recover,LS,0.0,0.0,10.0,3/31/1943
37944,209,1230-CPO-0613,4,Ocean Concrete,fuel cost recover ,EA,5.0,10.0,50.0,3/31/1943
37948,209,1230-CPO-0614,4,Ocean Concrete,fuel cost recover ,EA,15.0,10.0,150.0,3/31/1944
37949,209,1230-CPO-0614,5,Ocean Concrete,returned concrete,LS,0.0,0.0,452.5,3/31/1944
37953,209,1230-CPO-0615,4,Ocean Concrete,fuel cost recover ,EA,4.0,10.0,40.0,3/31/1944
37955,209,1230-CPO-0617,2,Ocean Concrete,delay set ,LS,0.0,0.0,140.0,3/31/1943
37957,209,1230-CPO-0617,4,Ocean Concrete,fuel recover cost ,EA,8.0,10.0,80.0,3/31/1943
37958,209,1230-CPO-0617,5,Ocean Concrete,returned concrete,LS,0.0,0.0,200.0,3/31/1943
37959,209,1230-CPO-0617,6,Ocean Concrete,O/t driver hours,LS,0.0,0.0,300.0,3/31/1943
37960,209,1230-CPO-0617,7,Ocean Concrete,hrwr used on trucks ,LS,0.0,0.0,24.0,3/31/1943
37962,209,1230-CPO-0618,2,Ocean Concrete,FlowCrete HRWR - 20mm Increase,EA,5.0,2.0,10.0,3/31/1943
